id,output
2017,(ORDER (PIZZAORDER (NUMBER a ) (SIZE etra large ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) (TOPPING smoke ) (NOT (TOPPING chicken ) ) ) )
2018,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) (NOT (TOPPING olive ) ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING cheese ) ) ) )
2019,(ORDER (PIZZAORDER (NUMBER one ) (SIZE mediumsized ) (STYLE deep ) (TOPPING dish ) ) (DRINKORDER (NUMBER two ) (SIZE mediumsized ) (DRINKTYPE spice ) ) )
2020,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) ) )
2021,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING red ) (TOPPING onion ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) ) )
2022,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING red ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2023,(ORDER (PIZZAORDER (NUMBER just fifteen ) (TOPPING largesize ) (TOPPING olive ) (TOPPING pepper ) ) )
2024,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bnch ) (TOPPING ham ) (TOPPING sausage ) (TOPPING mushroom ) ) (DRINKORDER (NUMBER just ) (SIZE large ) (CONTAINERTYPE order ) ) )
2025,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING chard ) (TOPPING bacon ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE diet sprite ) ) )
2026,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) (TOPPING bacon ) (TOPPING sausage ) ) )
2027,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pine ) (TOPPING apple ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING on ) ) ) )
2028,(ORDER (PIZZAORDER (NUMBER seven ) (SIZE xl ) (NOT (TOPPING sauce ) ) ) )
2029,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING spicy ) (TOPPING red ) (TOPPING sauce ) (TOPPING hamburger ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE cherry pepsi ) ) )
2030,(ORDER )
2031,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sauce ) (TOPPING lettuce ) (TOPPING sausage ) ) )
2032,(ORDER (PIZZAORDER (NUMBER a ) (STYLE supreme ) (TOPPING pine ) (TOPPING apple ) (TOPPING grill ) (TOPPING chicken ) ) )
2033,(ORDER (PIZZAORDER (NUMBER nine ) (STYLE lagesize ) (TOPPING banana ) (TOPPING pepper ) (TOPPING olive ) ) )
2034,(ORDER (PIZZAORDER (NUMBER four ) (SIZE extra large ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING balsamic ) (TOPPING glaze ) (NOT (TOPPING brocoli ) ) ) )
2035,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING saute ) (TOPPING spinach ) (TOPPING tomato ) (NOT (TOPPING pine ) ) ) )
2036,(ORDER (PIZZAORDER (NUMBER eight ) (SIZE medium ) (TOPPING spinach ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE pepsi ) ) )
2037,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bbq ) (TOPPING sauce ) (TOPPING ham ) ) )
2038,(ORDER (PIZZAORDER (NUMBER a ) (STYLE fontina heese ) ) (PIZZAORDER (NUMBER one ) (STYLE veggie lover ) (TOPPING pineapple ) ) )
2039,(ORDER )
2040,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING yellowpeppers ) (TOPPING pineapple ) (NOT (TOPPING new york style ) ) ) )
2041,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra ) (TOPPING lage ) (TOPPING sauce ) (TOPPING buffalo ) (TOPPING sauce ) (NOT (TOPPING pineapple ) ) ) )
2042,(ORDER (PIZZAORDER (NUMBER in one ) (SIZE lunch ) (TOPPING peso ) (TOPPING tuna ) (NOT (TOPPING pineapple ) ) ) )
2043,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING med ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) (TOPPING olive ) (TOPPING pineapple ) ) )
2044,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING dish ) (NOT (TOPPING shrimp ) ) ) )
2045,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING pineapple ) (NOT (TOPPING roast garlic ) ) ) )
2046,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING latte ) ) )
2047,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING oregano ) (TOPPING sausage ) (TOPPING black ) (TOPPING olive ) (TOPPING onion ) (TOPPING anchovy ) ) (DRINKORDER (NUMBER three ) (SIZE medium ) (DRINKTYPE seven up ) ) )
2048,(ORDER (PIZZAORDER (NUMBER fifteen ) (SIZE xl ) (TOPPING sauce ) (NOT (TOPPING cheese ) ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING on ) ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING bacon ) (TOPPING ham ) ) )
2049,(ORDER (PIZZAORDER (NUMBER one ) (SIZE mediumsized ) (TOPPING banana ) (TOPPING pepper ) (NOT (TOPPING pepperoni ) ) (COMPLEX_TOPPING (QUANTITY light on ) (TOPPING the ) ) ) )
2050,(ORDER (PIZZAORDER (NUMBER a ) (STYLE persoal ) (TOPPING feta ) (TOPPING red ) (TOPPING onion ) (NOT (TOPPING cheese ) ) ) )
2051,(ORDER (PIZZAORDER (NUMBER a ) (STYLE largesize ) (TOPPING salami ) (TOPPING green ) (TOPPING pepper ) (TOPPING feta ) (TOPPING cheese ) ) )
2052,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roast ) (TOPPING eggplant ) (NOT (TOPPING tomatoe sauce ) ) ) )
2053,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING bbq ) (TOPPING pineapple ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY a tiny bit of ) (TOPPING cheese ) ) ) )
2054,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE extra large ) (TOPPING jalepeno ) (TOPPING pepper ) ) )
2055,(ORDER (PIZZAORDER (NUMBER itry a ) (TOPPING olive ) (TOPPING pepperoni ) (NOT (TOPPING pesto ) ) ) )
2056,(ORDER )
2057,(ORDER (PIZZAORDER (NUMBER a ) (STYLE york style ) (TOPPING tomato ) (TOPPING sauce ) (NOT (TOPPING cheddar ceese ) ) ) )
2058,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING broccoli ) (TOPPING pepperoni ) (NOT (TOPPING pan ) ) ) )
2059,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE new york style ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE meat lover ) ) )
2060,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pick ) ) (PIZZAORDER (NUMBER eight ) (SIZE small ) (TOPPING garlic ) (TOPPING powder ) (TOPPING green ) (TOPPING olive ) (TOPPING tuna ) ) )
2061,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING gruyere ) (TOPPING cheese ) (TOPPING sausage ) (NOT (TOPPING mushroom ) ) ) )
2062,(ORDER (PIZZAORDER (NUMBER ten ) (STYLE med ) (TOPPING oregano ) (TOPPING chard ) ) )
2063,(ORDER (PIZZAORDER (NUMBER fifteen ) (SIZE personal ) (STYLE suce ) (TOPPING bbq ) (TOPPING heavy ) (TOPPING cheese ) (NOT (TOPPING pesto ) ) ) )
2064,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING chicken ) ) )
2065,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE lrge ) (TOPPING mushy ) (TOPPING pea ) (TOPPING artichoke ) (NOT (TOPPING pesto sauce ) ) ) )
2066,(ORDER (PIZZAORDER (NUMBER a ) (SIZE med ) (TOPPING bacon ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING cheese ) ) ) )
2067,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING meatball ) (TOPPING goat ) (NOT (TOPPING tuna ) ) ) )
2068,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (STYLE meat lover ) (TOPPING bbq ) (TOPPING chicken ) (TOPPING ham ) ) )
2069,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING chard ) (NOT (TOPPING pineapple ) ) ) )
2070,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mushroom ) (TOPPING sriracha ) (TOPPING sauce ) (TOPPING pineapple ) ) )
2071,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING green ) (TOPPING pepper ) (TOPPING parsley ) (NOT (TOPPING pepper ) ) ) )
2072,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING spinach ) (TOPPING arugula ) (NOT (TOPPING grlic ) ) ) )
2073,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mediumize ) (TOPPING balsamic ) (TOPPING glaze ) (TOPPING mushroos ) (TOPPING jalapeno ) ) )
2074,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) (TOPPING red ) (TOPPING onion ) (NOT (TOPPING buffalo sauce ) ) ) )
2075,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE lover ) (TOPPING italian ) (TOPPING sausage ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) ) )
2076,(ORDER (PIZZAORDER (NUMBER an ) (STYLE everything ) (TOPPING lage ) (TOPPING bacon ) (TOPPING cherry ) (TOPPING tomato ) ) )
2077,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING ricotta ) (TOPPING cheese ) (TOPPING ham ) (TOPPING hawaiian ) ) )
2078,(ORDER (PIZZAORDER (NUMBER a ) (STYLE margarita ) (TOPPING canadian ) (TOPPING bacon ) (TOPPING ccumber ) ) )
2079,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE margarita ) ) )
2080,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING largesize ) (TOPPING green ) (TOPPING pepper ) (TOPPING tomato ) (NOT (TOPPING red pepper ) ) ) )
2081,(ORDER (PIZZAORDER (NUMBER one ) (STYLE mediumsize ) (TOPPING canadian ) (TOPPING bacon ) (TOPPING salmon ) (NOT (TOPPING ham ) ) ) )
2082,(ORDER (PIZZAORDER (NUMBER ten ) (TOPPING spinach ) (TOPPING pepper ) ) )
2083,(ORDER )
2084,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediumsize ) (TOPPING pesto ) (TOPPING ham ) (NOT (TOPPING corn ) ) ) )
2085,(ORDER (PIZZAORDER (NUMBER thirten ) (SIZE medium ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) (TOPPING onion ) (TOPPING pesto ) ) )
2086,(ORDER (PIZZAORDER (NUMBER seven ) (STYLE mediumsize ) (TOPPING pea ) (TOPPING and ) (TOPPING sauce ) ) )
2087,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING cheese ) (TOPPING green ) (TOPPING pepper ) ) )
2088,(ORDER (PIZZAORDER (NUMBER a ) (STYLE york style cucumber ) (TOPPING potato ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sweet ) ) ) )
2089,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING smoke ) (TOPPING and ) (TOPPING sundried ) (TOPPING tomato ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING cheese ) ) ) )
2090,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING balsamic ) (TOPPING glaze ) (TOPPING feta ) (TOPPING cheese ) (NOT (TOPPING olive ) ) ) )
2091,(ORDER (PIZZAORDER (NUMBER seven ) (STYLE med ) (TOPPING red ) (TOPPING pepper ) (TOPPING green ) (TOPPING bell ) (TOPPING pepper ) (TOPPING black ) (TOPPING olive ) (TOPPING pepper ) ) )
2092,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING onion ) (NOT (TOPPING pesto ) ) ) )
2093,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (STYLE stuff crust ) ) (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING garlic ) (TOPPING powder ) ) (PIZZAORDER (NUMBER a ) (SIZE xl ) (STYLE veggie ) ) )
2094,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING pickle ) (TOPPING onion ) (TOPPING tuna ) (TOPPING olive ) ) )
2095,(ORDER (PIZZAORDER (NUMBER a ) (STYLE deep dish ) (TOPPING mushroom ) (TOPPING chicken ) ) )
2096,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING ham ) (TOPPING goat ) (TOPPING cheese ) (NOT (TOPPING mushroom ) ) ) )
2097,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING tuna ) (NOT (TOPPING pesto ) ) ) )
2098,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING mushy ) (TOPPING pea ) (TOPPING mushroom ) (NOT (TOPPING ham ) ) ) )
2099,(ORDER (PIZZAORDER (NUMBER a ) (STYLE chicago style ) (TOPPING pickle ) (TOPPING pepperoni ) ) )
2100,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lnch ) (NOT (STYLE crust ) ) (TOPPING duck ) (TOPPING onion ) ) )
2101,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING pepperoni ) (TOPPING roast ) (NOT (TOPPING pickle ) ) ) )
2102,(ORDER (PIZZAORDER (NUMBER eight ) (STYLE mediumsize ) (TOPPING sauce ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING buffalo ) ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING sauce ) ) ) )
2103,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING arugula ) (NOT (TOPPING artichoes ) ) ) )
2104,(ORDER (PIZZAORDER (NUMBER fourteen ) (TOPPING ricotta ) (TOPPING cheese ) (TOPPING jalepenos ) (NOT (TOPPING sauce ) ) ) )
2105,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediumsze ) (TOPPING black ) (TOPPING olive ) (TOPPING heavy ) ) )
2106,(ORDER (PIZZAORDER (NUMBER eleven ) (SIZE extra large ) (TOPPING roast ) (TOPPING red ) (TOPPING pppers ) (TOPPING pineapple ) ) (DRINKORDER (NUMBER six ) (DRINKTYPE bubble ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE sprite ) ) )
2107,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sundried ) (TOPPING tomato ) (TOPPING lemon ) (TOPPING zest ) (NOT (TOPPING pesto ) ) ) )
2108,(ORDER (PIZZAORDER (NUMBER a ) (STYLE meat ) (TOPPING yellow ) (TOPPING pepper ) (NOT (TOPPING pineapple ) ) ) )
2109,(ORDER (PIZZAORDER (NUMBER in a ) (TOPPING medim ) (TOPPING popy ) ) )
2110,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) (TOPPING hot ) (TOPPING pepper ) (TOPPING onion ) (TOPPING bacon ) ) )
2111,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING garlic ) ) )
2112,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING med ) (TOPPING chorizo ) ) )
2113,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING oregano ) (TOPPING parsley ) (TOPPING feta ) ) )
2114,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medimsized ) (TOPPING salami ) (TOPPING duck ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) ) )
2115,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING largesize ) (TOPPING balsamic ) (TOPPING glaze ) (TOPPING jalepenos ) (TOPPING mushroom ) ) )
2116,(ORDER (PIZZAORDER (NUMBER eight ) (TOPPING yellow ) (TOPPING pepper ) (TOPPING cheeseburger ) (TOPPING pesto ) ) )
2117,(ORDER (PIZZAORDER (NUMBER just ) (STYLE twele ) (TOPPING meatball ) (TOPPING onion ) (NOT (TOPPING chicken ) ) ) )
2118,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING oregano ) ) ) )
2119,(ORDER (PIZZAORDER (NUMBER three ) (SIZE extra large ) (TOPPING meatball ) (TOPPING cumin ) ) )
2120,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pesto ) (TOPPING sauce ) (TOPPING salami ) (NOT (TOPPING pepper ) ) ) )
2121,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING olive ) (TOPPING bacon ) (TOPPING tuna ) ) )
2122,(ORDER (PIZZAORDER (NUMBER a ) (SIZE med ) (TOPPING tofu ) (TOPPING sauce ) (NOT (TOPPING cheese ) ) ) )
2123,(ORDER (PIZZAORDER (NUMBER one ) (STYLE mediumsize ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY hummus ) (TOPPING pineapple ) ) ) )
2124,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING olive ) (TOPPING tomato ) ) )
2125,(ORDER (PIZZAORDER (NUMBER youorder a ) (TOPPING parsley ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) ) )
2126,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING caramelize ) (TOPPING onion ) (TOPPING oregano ) (NOT (TOPPING corn ) ) ) )
2127,(ORDER (PIZZAORDER (NUMBER five ) (SIZE extra large ) (TOPPING banana ) (TOPPING eppers ) (TOPPING olive ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE stuff crust ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2128,(ORDER (PIZZAORDER (NUMBER seven ) (COMPLEX_TOPPING (QUANTITY mediusized ) (TOPPING basil ) ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE up ) ) )
2129,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE crust ) (NOT (TOPPING onion ) ) ) )
2130,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING tuna ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING tuna ) ) )
2131,(ORDER (PIZZAORDER (NUMBER a ) (STYLE persnal veggie lover ) (TOPPING artichoke ) (TOPPING green ) (TOPPING pepper ) ) )
2132,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE extra ) (STYLE arge ) (TOPPING spinach ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING meatball ) (TOPPING sausage ) ) )
2133,(ORDER (PIZZAORDER (NUMBER three ) (STYLE lage ) (TOPPING onion ) (TOPPING broccoli ) ) )
2134,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING feta ) (TOPPING pickle ) (NOT (TOPPING bay leaf ) ) ) )
2135,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) ) )
2136,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (STYLE new york style ) (TOPPING garlic ) (NOT (TOPPING mushroom ) ) ) )
2137,(ORDER (PIZZAORDER (NUMBER twelve ) (TOPPING truffle ) (TOPPING oil ) (TOPPING spinach ) (NOT (TOPPING chicken ) ) ) )
2138,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pick ) ) )
2139,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE diet sprite ) ) )
2140,(ORDER (PIZZAORDER (NUMBER a ) (STYLE meiumsize ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) (NOT (TOPPING cheese ) ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING on ) ) ) )
2141,(ORDER (PIZZAORDER (NUMBER an ) (SIZE size ) (TOPPING arugula ) (TOPPING beef ) (NOT (TOPPING bacon ) ) ) )
2142,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pea ) ) (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (TOPPING sauce ) (TOPPING pesto ) ) )
2143,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING grind ) (TOPPING beef ) (NOT (TOPPING onion ) ) ) )
2144,(ORDER (PIZZAORDER (NUMBER try one ) (SIZE small ) (TOPPING duck ) (TOPPING salami ) (TOPPING black ) (TOPPING olive ) ) (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE ice tea ) ) )
2145,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING green ) (TOPPING olive ) (NOT (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
2146,(ORDER (PIZZAORDER (NUMBER two ) (SIZE xl ) (TOPPING lamb ) (TOPPING arugula ) (TOPPING leek ) ) )
2147,(ORDER (PIZZAORDER (NUMBER an ) (STYLE lage ) (TOPPING sweet ) (TOPPING oregao ) (NOT (TOPPING pepper ) ) ) )
2148,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING olive ) (TOPPING onion ) (NOT (TOPPING mushroom ) ) ) )
2149,(ORDER (PIZZAORDER (NUMBER one ) (NOT (TOPPING a ) ) ) (PIZZAORDER (NUMBER a ) (SIZE exra large ) (TOPPING olive ) (TOPPING chicken ) (TOPPING pineapple ) ) )
2150,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING bell ) (TOPPING pepper ) (TOPPING bacon ) (TOPPING sauce ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) (TOPPING anchovy ) ) )
2151,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pickle ) (TOPPING onion ) (TOPPING gorgonzola ) (NOT (TOPPING pineapple ) ) ) )
2152,(ORDER (PIZZAORDER (NUMBER a ) (STYLE vegan ) (TOPPING roast ) (TOPPING tomato ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY light on ) (TOPPING the ) ) ) )
2153,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING bbq ) (TOPPING sauce ) (TOPPING feta ) (TOPPING cheese ) (TOPPING ham ) ) )
2154,(ORDER (PIZZAORDER (NUMBER fifteen ) (STYLE mediumsize ) (TOPPING red ) (TOPPING and ) (NOT (TOPPING olive ) ) ) )
2155,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING pepperoni ) (TOPPING parsley ) (NOT (TOPPING pepper ) ) ) )
2156,(ORDER )
2157,(ORDER (PIZZAORDER (NUMBER six ) (TOPPING banana ) (TOPPING pepper ) ) (DRINKORDER (NUMBER four ) (SIZE med ) (DRINKTYPE doctor pepper ) ) (DRINKORDER (NUMBER three ) (DRINKTYPE pepsi ) ) )
2158,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING spicy ) (TOPPING red ) (TOPPING sauce ) (TOPPING gorgonzola ) ) )
2159,(ORDER (PIZZAORDER (NUMBER fourteen ) (SIZE extra large ) (STYLE spiach ) ) (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING onion ) (TOPPING black ) (TOPPING olive ) (TOPPING pepper ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE pepis ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE pepis ) ) )
2160,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING a ) (TOPPING bell ) (TOPPING pepper ) (TOPPING a ) (TOPPING bunch ) (TOPPING oregano ) ) )
2161,(ORDER (PIZZAORDER (NUMBER a ) (STYLE personl ) (TOPPING bail ) (TOPPING onion ) ) )
2162,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING o ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING lettuce ) (TOPPING pea ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pineapple ) (TOPPING lettuce ) ) )
2163,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING garlic ) (NOT (TOPPING corn ) ) (COMPLEX_TOPPING (QUANTITY extra saute ) (TOPPING spinach ) ) ) )
2164,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (STYLE fiften ) (TOPPING sauce ) ) )
2165,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING ham ) (NOT (TOPPING pesto ) ) ) )
2166,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (STYLE peperonis ) ) (PIZZAORDER (NUMBER one ) (SIZE xl ) (STYLE combination ) (NOT (TOPPING mushroom ) ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING beef ) (TOPPING black ) (TOPPING olive ) ) (DRINKORDER (NUMBER five ) (SIZE xl ) (DRINKTYPE ice ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE no sugar ) ) (DRINKORDER (NUMBER five ) (SIZE xl ) (DRINKTYPE ice ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE no sugar ) ) (DRINKORDER (NUMBER five ) (SIZE xl ) (DRINKTYPE ice ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE no sugar ) ) )
2167,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING sausage ) (TOPPING ham ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE coke ) (CONTAINERTYPE can ) ) )
2168,(ORDER (PIZZAORDER (NUMBER a ) (STYLE everything ) (TOPPING luch ) (TOPPING ricotta ) (TOPPING cheese ) (TOPPING pepperoni ) ) )
2169,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING tuna ) (TOPPING ham ) (NOT (TOPPING sausage ) ) ) )
2170,(ORDER )
2171,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING and ) (TOPPING sauce ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE cherry pepsi ) ) )
2172,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (STYLE supreme ) (TOPPING bbq ) (TOPPING sauce ) (NOT (TOPPING onion ) ) ) )
2173,(ORDER (PIZZAORDER (NUMBER twelve ) (SIZE small ) (TOPPING pepper ) (TOPPING and ) (TOPPING cheese ) ) )
2174,(ORDER (PIZZAORDER (NUMBER a ) (STYLE new ) ) (PIZZAORDER (NUMBER one ) (STYLE largesize ) (NOT (TOPPING cheese ) ) ) )
2175,(ORDER )
2176,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING beef ) (TOPPING pesto ) (TOPPING and ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY matcha ) (TOPPING latte ) ) ) )
2177,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING alfredo ) (TOPPING chicken ) (TOPPING pepperoni ) (NOT (TOPPING ham ) ) ) )
